step,total_vibes,generation,parent,child_index,facet_count,tree_degree,x,y,tree_neighbors
53,54,3,16,0,3,4,-0.74921,0.62866,16 164 165 166
54,55,3,16,1,3,4,-0.80808,0.55094,16 167 168 169
55,56,3,16,2,3,4,-0.85892,0.46774,16 170 171 172
56,57,3,17,0,3,4,-0.90123,0.37990,17 173 174 175
57,58,3,17,1,3,4,-0.93458,0.28828,17 176 177 178
58,59,3,17,2,3,4,-0.95863,0.19379,17 179 180 181
59,60,3,18,0,3,4,-0.97317,0.09738,18 182 183 184
60,61,3,18,1,3,4,-0.97803,0.00000,18 185 186 187
61,62,3,18,2,3,4,-0.97317,-0.09738,18 188 189 190
62,63,3,19,0,3,4,-0.95863,-0.19379,19 191 192 193
63,64,3,19,1,3,4,-0.93458,-0.28828,19 194 195 196
64,65,3,19,2,3,4,-0.90123,-0.37990,19 197 198 199
65,66,3,20,0,3,4,-0.85892,-0.46774,20 200 201 202
66,67,3,20,1,3,4,-0.80808,-0.55094,20 203 204 205
67,68,3,20,2,3,4,-0.74921,-0.62866,20 206 207 208
68,69,3,21,0,3,4,-0.68289,-0.70014,21 209 210 211
69,70,3,21,1,3,4,-0.60979,-0.76465,21 212 213 214
70,71,3,21,2,3,4,-0.53062,-0.82157,21 215 216 217
71,72,3,22,0,3,4,-0.44619,-0.87032,22 218 219 220
72,73,3,22,1,3,4,-0.35731,-0.91042,22 221 222 223
73,74,3,22,2,3,4,-0.26489,-0.94147,22 224 225 226
74,75,3,23,0,3,4,-0.16983,-0.96317,23 227 228 229
75,76,3,23,1,3,4,-0.07309,-0.97529,23 230 231 232
76,77,3,23,2,3,4,0.02438,-0.97772,23 233 234 235
77,78,3,24,0,3,4,0.12161,-0.97044,24 236 237 238
78,79,3,24,1,3,4,0.21763,-0.95350,24 239 240 241
79,80,3,24,2,3,4,0.31149,-0.92710,24 242 243 244
80,81,3,25,0,3,4,0.40225,-0.89148,25 245 246 247
81,82,3,25,1,3,4,0.48901,-0.84700,25 248 249 250
82,83,3,25,2,3,4,0.57092,-0.79410,25 251 252 253
83,84,3,26,0,3,4,0.64715,-0.73331,26 254 255 256
84,85,3,26,1,3,4,0.71694,-0.66523,26 257 258 259
85,86,3,26,2,3,4,0.77962,-0.59054,26 260 261 262
86,87,3,27,0,3,4,0.83454,-0.50998,27 263 264 265
87,88,3,27,1,3,4,0.88117,-0.42435,27 266 267 268
88,89,3,27,2,3,4,0.91904,-0.33450,27 269 270 271
89,90,3,28,0,3,4,0.94778,-0.24134,28 272 273 274
90,91,3,28,1,3,4,0.96710,-0.14577,28 275 276 277
91,92,3,28,2,3,4,0.97681,-0.04875,28 278 279 280
92,93,4,29,0,3,4,0.99492,0.01654,29 281 282 283
93,94,4,29,1,3,4,0.99382,0.04960,29 284 285 286
94,95,4,29,2,3,4,0.99162,0.08260,29 287 288 289
95,96,4,30,0,3,4,0.98833,0.11552,30 290 291 292
96,97,4,30,1,3,4,0.98394,0.14831,30 293 294 295
97,98,4,30,2,3,4,0.97847,0.18093,30 296 297 298
98,99,4,31,0,3,4,0.97191,0.21335,31 299 300 301
99,100,4,31,1,3,4,0.96428,0.24554,31 302 303 304
100,101,4,31,2,3,4,0.95559,0.27745,31 305 306 307
101,102,4,32,0,3,4,0.94584,0.30906,32 308 309 310
102,103,4,32,1,3,4,0.93505,0.34033,32 311 312 313
103,104,4,32,2,3,4,0.92322,0.37122,32 314 315 316
104,105,4,33,0,3,4,0.91037,0.40170,33 317 318 319
105,106,4,33,1,3,4,0.89651,0.43174,33 320 321 322
106,107,4,33,2,3,4,0.88167,0.46130,33 323 324 325
107,108,4,34,0,3,4,0.86585,0.49035,34 326 327 328
108,109,4,34,1,3,4,0.84907,0.51886,34 329 330 331
109,110,4,34,2,3,4,0.83136,0.54679,34 332 333 334
110,111,4,35,0,3,4,0.81272,0.57412,35 335 336 337
111,112,4,35,1,3,4,0.79319,0.60082,35 338 339 340
112,113,4,35,2,3,4,0.77278,0.62685,35 341 342 343
113,114,4,36,0,3,4,0.75152,0.65219,36 344 345 346
114,115,4,36,1,3,4,0.72943,0.67681,36 347 348 349
115,116,4,36,2,3,4,0.70653,0.70068,36 350 351 352
116,117,4,37,0,3,4,0.68285,0.72378,37 353 354 355
117,118,4,37,1,3,4,0.65841,0.74607,37 356 357 358
118,119,4,37,2,3,4,0.63325,0.76755,37 359 360 361
119,120,4,38,0,3,4,0.60739,0.78817,38 362 363 364
120,121,4,38,1,3,4,0.58086,0.80792,38 365 366 367
121,122,4,38,2,3,4,0.55368,0.82678,38 368 369 370
122,123,4,39,0,3,4,0.52590,0.84473,39 371 372 373
123,124,4,39,1,3,4,0.49753,0.86174,39 374 375 376
124,125,4,39,2,3,4,0.46861,0.87780,39 377 378 379
125,126,4,40,0,3,4,0.43917,0.89289,40 380 381 382
126,127,4,40,1,3,4,0.40925,0.90700,40 383 384 385
127,128,4,40,2,3,4,0.37888,0.92010,40 386 387 388
128,129,4,41,0,3,4,0.34809,0.93218,41 389 390 391
129,130,4,41,1,3,4,0.31691,0.94324,41 392 393 394
130,131,4,41,2,3,4,0.28538,0.95325,41 395 396 397
131,132,4,42,0,3,4,0.25354,0.96221,42 398 399 400
132,133,4,42,1,3,4,0.22142,0.97011,42 401 402 403
133,134,4,42,2,3,4,0.18905,0.97693,42 404 405 406
134,135,4,43,0,3,4,0.15648,0.98267,43 407 408 409
135,136,4,43,1,3,4,0.12373,0.98733,43 410 411 412
136,137,4,43,2,3,4,0.09084,0.99090,43 413 414 415
137,138,4,44,0,3,4,0.05786,0.99337,44 416 417 418
138,139,4,44,1,3,4,0.02481,0.99475,44 419 420 421
139,140,4,44,2,3,4,-0.00827,0.99502,44 422 423 424
140,141,4,45,0,3,4,-0.04134,0.99420,45 425 426 427
141,142,4,45,1,3,4,-0.07436,0.99227,45 428 429 430
142,143,4,45,2,3,4,-0.10730,0.98925,45 431 432 433
143,144,4,46,0,3,4,-0.14012,0.98514,46 434 435 436
144,145,4,46,1,3,4,-0.17279,0.97994,46 437 438 439
145,146,4,46,2,3,4,-0.20527,0.97365,46 440 441 442
146,147,4,47,0,3,4,-0.23751,0.96629,47 443 444 445
147,148,4,47,1,3,4,-0.26950,0.95786,47 446 447 448
148,149,4,47,2,3,4,-0.30119,0.94838,47 449 450 451
149,150,4,48,0,3,4,-0.33255,0.93784,48 452 453 454
150,151,4,48,1,3,4,-0.36353,0.92627,48 455 456 457
151,152,4,48,2,3,4,-0.39412,0.91368,48 458 459 460
152,153,4,49,0,3,4,-0.42427,0.90007,49 461 462 463
153,154,4,49,1,3,4,-0.45395,0.88547,49 464 465 466
154,155,4,49,2,3,4,-0.48314,0.86989,49 467 468 469
155,156,4,50,0,3,4,-0.51178,0.85335,50 470 471 472
156,157,4,50,1,3,4,-0.53986,0.83587,50 473 474 475
157,158,4,50,2,3,4,-0.56735,0.81747,50 476 477 478
158,159,4,51,0,3,4,-0.59421,0.79816,51 479 480 481
159,160,4,51,1,3,4,-0.62041,0.77797,51 482 483 484
160,161,4,51,2,3,4,-0.64592,0.75691,51 485 486 487
161,162,4,52,0,3,4,-0.67072,0.73503,52 488 489 490
162,163,4,52,1,3,4,-0.69478,0.71233,52 491 492 493
163,164,4,52,2,3,4,-0.71808,0.68884,52 494 495 496
164,165,4,53,0,3,4,-0.74058,0.66459,53 497 498 499
165,166,4,53,1,3,4,-0.76226,0.63961,53 500 501 502
166,167,4,53,2,3,4,-0.78309,0.61392,53 503 504 505
167,168,4,54,0,3,4,-0.80307,0.58755,54 506 507 508
168,169,4,54,1,3,4,-0.82215,0.56053,54 509 510 511
169,170,4,54,2,3,4,-0.84033,0.53290,54 512 513 514
170,171,4,55,0,3,4,-0.85758,0.50467,55 515 516 517
171,172,4,55,1,3,4,-0.87388,0.47589,55 518 519 520
172,173,4,55,2,3,4,-0.88921,0.44658,55 521 522 523
173,174,4,56,0,3,4,-0.90357,0.41678,56 524 525 526
174,175,4,56,1,3,4,-0.91692,0.38651,56 527 528 529
175,176,4,56,2,3,4,-0.92926,0.35582,56 530 531 532
176,177,4,57,0,3,4,-0.94057,0.32474,57 533 534 535
177,178,4,57,1,3,4,-0.95085,0.29330,57 536 537 538
178,179,4,57,2,3,4,-0.96007,0.26153,57 539 540 541
179,180,4,58,0,3,4,-0.96823,0.22948,58 542 543 544
180,181,4,58,1,3,4,-0.97533,0.19717,58 545 546 547
181,182,4,58,2,3,4,-0.98134,0.16464,58 548 549 550
182,183,4,59,0,3,4,-0.98627,0.13193,59 551 552 553
183,184,4,59,1,3,4,-0.99011,0.09908,59 554 555 556
184,185,4,59,2,3,4,-0.99286,0.06611,59 557 558 559
185,186,4,60,0,3,4,-0.99450,0.03307,60 560 561 562
186,187,4,60,1,3,4,-0.99505,0.00000,60 563 564 565
187,188,4,60,2,3,4,-0.99450,-0.03307,60 566 567 568
188,189,4,61,0,3,4,-0.99286,-0.06611,61 569 570 571
189,190,4,61,1,3,4,-0.99011,-0.09908,61 572 573 574
190,191,4,61,2,3,4,-0.98627,-0.13193,61 575 576 577
191,192,4,62,0,3,4,-0.98134,-0.16464,62 578 579 580
192,193,4,62,1,3,4,-0.97533,-0.19717,62 581 582 583
193,194,4,62,2,3,4,-0.96823,-0.22948,62 584 585 586
194,195,4,63,0,3,4,-0.96007,-0.26153,63 587 588 589
195,196,4,63,1,3,4,-0.95085,-0.29330,63 590 591 592
196,197,4,63,2,3,4,-0.94057,-0.32474,63 593 594 595
197,198,4,64,0,3,4,-0.92926,-0.35582,64 596 597 598
198,199,4,64,1,3,4,-0.91692,-0.38651,64 599 600 601
199,200,4,64,2,3,4,-0.90357,-0.41678,64 602 603 604
200,201,4,65,0,3,4,-0.88921,-0.44658,65 605 606 607
201,202,4,65,1,3,4,-0.87388,-0.47589,65 608 609 610
202,203,4,65,2,3,4,-0.85758,-0.50467,65 611 612 613
203,204,4,66,0,3,4,-0.84033,-0.53290,66 614 615 616
204,205,4,66,1,3,4,-0.82215,-0.56053,66 617 618 619
205,206,4,66,2,3,4,-0.80307,-0.58755,66 620 621 622
206,207,4,67,0,3,4,-0.78309,-0.61392,67 623 624 625
207,208,4,67,1,3,4,-0.76226,-0.63961,67 626 627 628
208,209,4,67,2,3,4,-0.74058,-0.66459,67 629 630 631
209,210,4,68,0,3,4,-0.71808,-0.68884,68 632 633 634
210,211,4,68,1,3,4,-0.69478,-0.71233,68 635 636 637
211,212,4,68,2,3,4,-0.67072,-0.73503,68 638 639 640
212,213,4,69,0,3,4,-0.64592,-0.75691,69 641 642 643
213,214,4,69,1,3,4,-0.62041,-0.77797,69 644 645 646
214,215,4,69,2,3,4,-0.59421,-0.79816,69 647 648 649
215,216,4,70,0,3,4,-0.56735,-0.81747,70 650 651 652
216,217,4,70,1,3,4,-0.53986,-0.83587,70 653 654 655
217,218,4,70,2,3,4,-0.51178,-0.85335,70 656 657 658
218,219,4,71,0,3,4,-0.48314,-0.86989,71 659 660 661
219,220,4,71,1,3,4,-0.45395,-0.88547,71 662 663 664
220,221,4,71,2,3,4,-0.42427,-0.90007,71 665 666 667
221,222,4,72,0,3,4,-0.39412,-0.91368,72 668 669 670
222,223,4,72,1,3,4,-0.36353,-0.92627,72 671 672 673
223,224,4,72,2,3,4,-0.33255,-0.93784,72 674 675 676
224,225,4,73,0,3,4,-0.30119,-0.94838,73 677 678 679
225,226,4,73,1,3,4,-0.26950,-0.95786,73 680 681 682
226,227,4,73,2,3,4,-0.23751,-0.96629,73 683 684 685
227,228,4,74,0,3,4,-0.20527,-0.97365,74 686 687 688
228,229,4,74,1,3,4,-0.17279,-0.97994,74 689 690 691
229,230,4,74,2,3,4,-0.14012,-0.98514,74 692 693 694
230,231,4,75,0,3,4,-0.10730,-0.98925,75 695 696 697
231,232,4,75,1,3,4,-0.07436,-0.99227,75 698 699 700
232,233,4,75,2,3,4,-0.04134,-0.99420,75 701 702 703
233,234,4,76,0,3,4,-0.00827,-0.99502,76 704 705 706
234,235,4,76,1,3,4,0.02481,-0.99475,76 707 708 709
235,236,4,76,2,3,4,0.05786,-0.99337,76 710 711 712
236,237,4,77,0,3,4,0.09084,-0.99090,77 713 714 715
237,238,4,77,1,3,4,0.12373,-0.98733,77 716 717 718
238,239,4,77,2,3,4,0.15648,-0.98267,77 719 720 721
239,240,4,78,0,3,4,0.18905,-0.97693,78 722 723 724
240,241,4,78,1,3,4,0.22142,-0.97011,78 725 726 727
241,242,4,78,2,3,4,0.25354,-0.96221,78 728 729 730
242,243,4,79,0,3,4,0.28538,-0.95325,79 731 732 733
243,244,4,79,1,3,4,0.31691,-0.94324,79 734 735 736
244,245,4,79,2,3,4,0.34809,-0.93218,79 737 738 739
245,246,4,80,0,3,4,0.37888,-0.92010,80 740 741 742
246,247,4,80,1,3,4,0.40925,-0.90700,80 743 744 745
247,248,4,80,2,3,4,0.43917,-0.89289,80 746 747 748
248,249,4,81,0,3,4,0.46861,-0.87780,81 749 750 751
249,250,4,81,1,3,4,0.49753,-0.86174,81 752 753 754
250,251,4,81,2,3,4,0.52590,-0.84473,81 755 756 757
251,252,4,82,0,3,4,0.55368,-0.82678,82 758 759 760
252,253,4,82,1,3,4,0.58086,-0.80792,82 761 762 763
253,254,4,82,2,3,4,0.60739,-0.78817,82 764 765 766
254,255,4,83,0,3,4,0.63325,-0.76755,83 767 768 769
255,256,4,83,1,3,4,0.65841,-0.74607,83 770 771 772
256,257,4,83,2,3,4,0.68285,-0.72378,83 773 774 775
257,258,4,84,0,3,4,0.70653,-0.70068,84 776 777 778
258,259,4,84,1,3,4,0.72943,-0.67681,84 779 780 781
259,260,4,84,2,3,4,0.75152,-0.65219,84 782 783 784
260,261,4,85,0,3,4,0.77278,-0.62685,85 785 786 787
261,262,4,85,1,3,4,0.79319,-0.60082,85 788 789 790
262,263,4,85,2,3,4,0.81272,-0.57412,85 791 792 793
263,264,4,86,0,3,4,0.83136,-0.54679,86 794 795 796
264,265,4,86,1,3,4,0.84907,-0.51886,86 797 798 799
265,266,4,86,2,3,4,0.86585,-0.49035,86 800 801 802
266,267,4,87,0,3,4,0.88167,-0.46130,87 803 804 805
267,268,4,87,1,3,4,0.89651,-0.43174,87 806 807 808
268,269,4,87,2,3,4,0.91037,-0.40170,87 809 810 811
269,270,4,88,0,3,4,0.92322,-0.37122,88 812 813 814
270,271,4,88,1,3,4,0.93505,-0.34033,88 815 816 817
271,272,4,88,2,3,4,0.94584,-0.30906,88 818 819 820
272,273,4,89,0,3,4,0.95559,-0.27745,89 821 822 823
273,274,4,89,1,3,4,0.96428,-0.24554,89 824 825 826
274,275,4,89,2,3,4,0.97191,-0.21335,89 827 828 829
275,276,4,90,0,3,4,0.97847,-0.18093,90 830 831 832
276,277,4,90,1,3,4,0.98394,-0.14831,90 833 834 835
277,278,4,90,2,3,4,0.98833,-0.11552,90 836 837 838
278,279,4,91,0,3,4,0.99162,-0.08260,91 839 840 841
279,280,4,91,1,3,4,0.99382,-0.04960,91 842 843 844
280,281,4,91,2,3,4,0.99492,-0.01654,91 845 846 847
281,282,5,92,0,3,1,0.99888,0.00553,92
282,283,5,92,1,3,1,0.99876,0.01660,92
283,284,5,92,2,3,1,0.99851,0.02767,92
284,285,5,93,0,3,1,0.99814,0.03873,93
285,286,5,93,1,3,1,0.99765,0.04979,93
286,287,5,93,2,3,1,0.99704,0.06084,93
287,288,5,94,0,3,1,0.99630,0.07189,94
288,289,5,94,1,3,1,0.99545,0.08292,94
289,290,5,94,2,3,1,0.99447,0.09395,94
290,291,5,95,0,3,1,0.99336,0.10496,95
291,292,5,95,1,3,1,0.99214,0.11596,95
292,293,5,95,2,3,1,0.99079,0.12695,95
293,294,5,96,0,3,1,0.98933,0.13792,96
294,295,5,96,1,3,1,0.98774,0.14888,96
295,296,5,96,2,3,1,0.98603,0.15981,96
296,297,5,97,0,3,1,0.98420,0.17073,97
297,298,5,97,1,3,1,0.98224,0.18163,97
298,299,5,97,2,3,1,0.98017,0.19250,97
299,300,5,98,0,3,1,0.97798,0.20335,98
300,301,5,98,1,3,1,0.97566,0.21417,98
301,302,5,98,2,3,1,0.97323,0.22497,98
302,303,5,99,0,3,1,0.97068,0.23574,99
303,304,5,99,1,3,1,0.96801,0.24648,99
304,305,5,99,2,3,1,0.96522,0.25720,99
305,306,5,100,0,3,1,0.96231,0.26788,100
306,307,5,100,1,3,1,0.95928,0.27852,100
307,308,5,100,2,3,1,0.95613,0.28914,100
308,309,5,101,0,3,1,0.95287,0.29971,101
309,310,5,101,1,3,1,0.94949,0.31025,101
310,311,5,101,2,3,1,0.94599,0.32076,101
311,312,5,102,0,3,1,0.94238,0.33122,102
312,313,5,102,1,3,1,0.93865,0.34164,102
313,314,5,102,2,3,1,0.93481,0.35202,102
314,315,5,103,0,3,1,0.93085,0.36236,103
315,316,5,103,1,3,1,0.92678,0.37265,103
316,317,5,103,2,3,1,0.92259,0.38290,103
317,318,5,104,0,3,1,0.91829,0.39310,104
318,319,5,104,1,3,1,0.91388,0.40325,104
319,320,5,104,2,3,1,0.90936,0.41335,104
320,321,5,105,0,3,1,0.90472,0.42340,105
321,322,5,105,1,3,1,0.89997,0.43340,105
322,323,5,105,2,3,1,0.89511,0.44335,105
323,324,5,106,0,3,1,0.89015,0.45324,106
324,325,5,106,1,3,1,0.88507,0.46308,106
325,326,5,106,2,3,1,0.87988,0.47286,106
326,327,5,107,0,3,1,0.87459,0.48258,107
327,328,5,107,1,3,1,0.86919,0.49224,107
328,329,5,107,2,3,1,0.86368,0.50184,107
329,330,5,108,0,3,1,0.85807,0.51138,108
330,331,5,108,1,3,1,0.85235,0.52086,108
331,332,5,108,2,3,1,0.84652,0.53027,108
332,333,5,109,0,3,1,0.84060,0.53962,109
333,334,5,109,1,3,1,0.83456,0.54890,109
334,335,5,109,2,3,1,0.82843,0.55812,109
335,336,5,110,0,3,1,0.82219,0.56726,110
336,337,5,110,1,3,1,0.81586,0.57634,110
337,338,5,110,2,3,1,0.80942,0.58534,110
338,339,5,111,0,3,1,0.80289,0.59428,111
339,340,5,111,1,3,1,0.79625,0.60314,111
340,341,5,111,2,3,1,0.78952,0.61192,111
341,342,5,112,0,3,1,0.78269,0.62063,112
342,343,5,112,1,3,1,0.77576,0.62927,112
343,344,5,112,2,3,1,0.76874,0.63783,112
344,345,5,113,0,3,1,0.76163,0.64631,113
345,346,5,113,1,3,1,0.75442,0.65471,113
346,347,5,113,2,3,1,0.74712,0.66303,113
347,348,5,114,0,3,1,0.73973,0.67126,114
348,349,5,114,1,3,1,0.73224,0.67942,114
349,350,5,114,2,3,1,0.72467,0.68749,114
350,351,5,115,0,3,1,0.71700,0.69548,115
351,352,5,115,1,3,1,0.70925,0.70338,115
352,353,5,115,2,3,1,0.70142,0.71120,115
353,354,5,116,0,3,1,0.69349,0.71893,116
354,355,5,116,1,3,1,0.68548,0.72657,116
355,356,5,116,2,3,1,0.67739,0.73412,116
356,357,5,117,0,3,1,0.66921,0.74158,117
357,358,5,117,1,3,1,0.66095,0.74895,117
358,359,5,117,2,3,1,0.65261,0.75623,117
359,360,5,118,0,3,1,0.64419,0.76342,118
360,361,5,118,1,3,1,0.63570,0.77051,118
361,362,5,118,2,3,1,0.62712,0.77750,118
362,363,5,119,0,3,1,0.61846,0.78441,119
363,364,5,119,1,3,1,0.60973,0.79121,119
364,365,5,119,2,3,1,0.60093,0.79792,119
365,366,5,120,0,3,1,0.59205,0.80453,120
366,367,5,120,1,3,1,0.58310,0.81104,120
367,368,5,120,2,3,1,0.57408,0.81745,120
368,369,5,121,0,3,1,0.56498,0.82376,121
369,370,5,121,1,3,1,0.55582,0.82997,121
370,371,5,121,2,3,1,0.54659,0.83608,121
371,372,5,122,0,3,1,0.53729,0.84209,122
372,373,5,122,1,3,1,0.52792,0.84799,122
373,374,5,122,2,3,1,0.51850,0.85379,122
374,375,5,123,0,3,1,0.50900,0.85948,123
375,376,5,123,1,3,1,0.49945,0.86507,123
376,377,5,123,2,3,1,0.48983,0.87055,123
377,378,5,124,0,3,1,0.48015,0.87592,124
378,379,5,124,1,3,1,0.47042,0.88119,124
379,380,5,124,2,3,1,0.46062,0.88635,124
380,381,5,125,0,3,1,0.45077,0.89140,125
381,382,5,125,1,3,1,0.44087,0.89634,125
382,383,5,125,2,3,1,0.43091,0.90117,125
383,384,5,126,0,3,1,0.42090,0.90589,126
384,385,5,126,1,3,1,0.41083,0.91050,126
385,386,5,126,2,3,1,0.40072,0.91499,126
386,387,5,127,0,3,1,0.39055,0.91938,127
387,388,5,127,1,3,1,0.38034,0.92365,127
388,389,5,127,2,3,1,0.37008,0.92781,127
389,390,5,128,0,3,1,0.35978,0.93185,128
390,391,5,128,1,3,1,0.34943,0.93578,128
391,392,5,128,2,3,1,0.33904,0.93960,128
392,393,5,129,0,3,1,0.32861,0.94330,129
393,394,5,129,1,3,1,0.31813,0.94688,129
394,395,5,129,2,3,1,0.30762,0.95035,129
395,396,5,130,0,3,1,0.29707,0.95370,130
396,397,5,130,1,3,1,0.28649,0.95693,130
397,398,5,130,2,3,1,0.27586,0.96005,130
398,399,5,131,0,3,1,0.26521,0.96304,131
399,400,5,131,1,3,1,0.25452,0.96592,131
400,401,5,131,2,3,1,0.24380,0.96869,131
401,402,5,132,0,3,1,0.23305,0.97133,132
402,403,5,132,1,3,1,0.22227,0.97385,132
403,404,5,132,2,3,1,0.21147,0.97625,132
404,405,5,133,0,3,1,0.20064,0.97854,133
405,406,5,133,1,3,1,0.18978,0.98070,133
406,407,5,133,2,3,1,0.17890,0.98274,133
407,408,5,134,0,3,1,0.16800,0.98466,134
408,409,5,134,1,3,1,0.15708,0.98647,134
409,410,5,134,2,3,1,0.14614,0.98815,134
410,411,5,135,0,3,1,0.13518,0.98971,135
411,412,5,135,1,3,1,0.12421,0.99114,135
412,413,5,135,2,3,1,0.11322,0.99246,135
413,414,5,136,0,3,1,0.10221,0.99365,136
414,415,5,136,1,3,1,0.09119,0.99472,136
415,416,5,136,2,3,1,0.08017,0.99567,136
416,417,5,137,0,3,1,0.06913,0.99650,137
417,418,5,137,1,3,1,0.05808,0.99720,137
418,419,5,137,2,3,1,0.04703,0.99779,137
419,420,5,138,0,3,1,0.03597,0.99825,138
420,421,5,138,1,3,1,0.02490,0.99858,138
421,422,5,138,2,3,1,0.01384,0.99880,138
422,423,5,139,0,3,1,0.00277,0.99889,139
423,424,5,139,1,3,1,-0.00830,0.99886,139
424,425,5,139,2,3,1,-0.01937,0.99871,139
425,426,5,140,0,3,1,-0.03044,0.99843,140
426,427,5,140,1,3,1,-0.04150,0.99803,140
427,428,5,140,2,3,1,-0.05255,0.99751,140
428,429,5,141,0,3,1,-0.06360,0.99687,141
429,430,5,141,1,3,1,-0.07465,0.99610,141
430,431,5,141,2,3,1,-0.08568,0.99521,141
431,432,5,142,0,3,1,-0.09670,0.99420,142
432,433,5,142,1,3,1,-0.10771,0.99307,142
433,434,5,142,2,3,1,-0.11871,0.99182,142
434,435,5,143,0,3,1,-0.12970,0.99044,143
435,436,5,143,1,3,1,-0.14066,0.98894,143
436,437,5,143,2,3,1,-0.15161,0.98732,143
437,438,5,144,0,3,1,-0.16254,0.98558,144
438,439,5,144,1,3,1,-0.17346,0.98372,144
439,440,5,144,2,3,1,-0.18435,0.98174,144
440,441,5,145,0,3,1,-0.19521,0.97963,145
441,442,5,145,1,3,1,-0.20606,0.97741,145
442,443,5,145,2,3,1,-0.21688,0.97507,145
443,444,5,146,0,3,1,-0.22767,0.97260,146
444,445,5,146,1,3,1,-0.23843,0.97002,146
445,446,5,146,2,3,1,-0.24917,0.96732,146
446,447,5,147,0,3,1,-0.25987,0.96450,147
447,448,5,147,1,3,1,-0.27054,0.96156,147
448,449,5,147,2,3,1,-0.28118,0.95850,147
449,450,5,148,0,3,1,-0.29178,0.95533,148
450,451,5,148,1,3,1,-0.30235,0.95204,148
451,452,5,148,2,3,1,-0.31288,0.94863,148
452,453,5,149,0,3,1,-0.32338,0.94510,149
453,454,5,149,1,3,1,-0.33383,0.94146,149
454,455,5,149,2,3,1,-0.34424,0.93770,149
455,456,5,150,0,3,1,-0.35461,0.93383,150
456,457,5,150,1,3,1,-0.36494,0.92984,150
457,458,5,150,2,3,1,-0.37522,0.92574,150
