step,total_vibes,generation,parent,child_index,facet_count,tree_degree,x,y,tree_neighbors
458,459,5,151,0,3,1,-0.38545,0.92153,151
459,460,5,151,1,3,1,-0.39564,0.91720,151
460,461,5,151,2,3,1,-0.40578,0.91276,151
461,462,5,152,0,3,1,-0.41587,0.90821,152
462,463,5,152,1,3,1,-0.42591,0.90354,152
463,464,5,152,2,3,1,-0.43590,0.89877,152
464,465,5,153,0,3,1,-0.44583,0.89388,153
465,466,5,153,1,3,1,-0.45571,0.88889,153
466,467,5,153,2,3,1,-0.46553,0.88378,153
467,468,5,154,0,3,1,-0.47529,0.87857,154
468,469,5,154,1,3,1,-0.48500,0.87325,154
469,470,5,154,2,3,1,-0.49465,0.86782,154
470,471,5,155,0,3,1,-0.50423,0.86229,155
471,472,5,155,1,3,1,-0.51376,0.85665,155
472,473,5,155,2,3,1,-0.52322,0.85090,155
473,474,5,156,0,3,1,-0.53261,0.84505,156
474,475,5,156,1,3,1,-0.54195,0.83910,156
475,476,5,156,2,3,1,-0.55121,0.83304,156
476,477,5,157,0,3,1,-0.56041,0.82688,157
477,478,5,157,1,3,1,-0.56954,0.82062,157
478,479,5,157,2,3,1,-0.57860,0.81426,157
479,480,5,158,0,3,1,-0.58758,0.80780,158
480,481,5,158,1,3,1,-0.59650,0.80124,158
481,482,5,158,2,3,1,-0.60534,0.79458,158
482,483,5,159,0,3,1,-0.61411,0.78782,159
483,484,5,159,1,3,1,-0.62280,0.78097,159
484,485,5,159,2,3,1,-0.63142,0.77402,159
485,486,5,160,0,3,1,-0.63995,0.76697,160
486,487,5,160,1,3,1,-0.64841,0.75983,160
487,488,5,160,2,3,1,-0.65679,0.75260,160
488,489,5,161,0,3,1,-0.66509,0.74528,161
489,490,5,161,1,3,1,-0.67331,0.73786,161
490,491,5,161,2,3,1,-0.68145,0.73036,161
491,492,5,162,0,3,1,-0.68950,0.72276,162
492,493,5,162,1,3,1,-0.69746,0.71508,162
493,494,5,162,2,3,1,-0.70535,0.70730,162
494,495,5,163,0,3,1,-0.71314,0.69944,163
495,496,5,163,1,3,1,-0.72085,0.69150,163
496,497,5,163,2,3,1,-0.72847,0.68347,163
497,498,5,164,0,3,1,-0.73599,0.67535,164
498,499,5,164,1,3,1,-0.74343,0.66716,164
499,500,5,164,2,3,1,-0.75078,0.65888,164
500,501,5,165,0,3,1,-0.75804,0.65052,165
501,502,5,165,1,3,1,-0.76520,0.64208,165
502,503,5,165,2,3,1,-0.77227,0.63356,165
503,504,5,166,0,3,1,-0.77924,0.62496,166
504,505,5,166,1,3,1,-0.78612,0.61629,166
505,506,5,166,2,3,1,-0.79290,0.60754,166
506,507,5,167,0,3,1,-0.79958,0.59872,167
507,508,5,167,1,3,1,-0.80617,0.58982,167
508,509,5,167,2,3,1,-0.81265,0.58085,167
509,510,5,168,0,3,1,-0.81904,0.57181,168
510,511,5,168,1,3,1,-0.82533,0.56270,168
511,512,5,168,2,3,1,-0.83151,0.55352,168
512,513,5,169,0,3,1,-0.83759,0.54427,169
513,514,5,169,1,3,1,-0.84357,0.53495,169
514,515,5,169,2,3,1,-0.84945,0.52557,169
515,516,5,170,0,3,1,-0.85522,0.51613,170
516,517,5,170,1,3,1,-0.86089,0.50662,170
517,518,5,170,2,3,1,-0.86645,0.49705,170
518,519,5,171,0,3,1,-0.87190,0.48742,171
519,520,5,171,1,3,1,-0.87725,0.47773,171
520,521,5,171,2,3,1,-0.88249,0.46797,171
521,522,5,172,0,3,1,-0.88762,0.45817,172
522,523,5,172,1,3,1,-0.89264,0.44830,172
523,524,5,172,2,3,1,-0.89756,0.43838,172
524,525,5,173,0,3,1,-0.90236,0.42841,173
525,526,5,173,1,3,1,-0.90705,0.41839,173
526,527,5,173,2,3,1,-0.91163,0.40831,173
527,528,5,174,0,3,1,-0.91610,0.39818,174
528,529,5,174,1,3,1,-0.92046,0.38801,174
529,530,5,174,2,3,1,-0.92470,0.37778,174
530,531,5,175,0,3,1,-0.92883,0.36751,175
531,532,5,175,1,3,1,-0.93285,0.35720,175
532,533,5,175,2,3,1,-0.93675,0.34684,175
533,534,5,176,0,3,1,-0.94053,0.33644,176
534,535,5,176,1,3,1,-0.94420,0.32599,176
535,536,5,176,2,3,1,-0.94776,0.31551,176
536,537,5,177,0,3,1,-0.95120,0.30499,177
537,538,5,177,1,3,1,-0.95452,0.29443,177
538,539,5,177,2,3,1,-0.95772,0.28383,177
539,540,5,178,0,3,1,-0.96081,0.27320,178
540,541,5,178,1,3,1,-0.96378,0.26254,178
541,542,5,178,2,3,1,-0.96663,0.25184,178
542,543,5,179,0,3,1,-0.96936,0.24112,179
543,544,5,179,1,3,1,-0.97197,0.23036,179
544,545,5,179,2,3,1,-0.97446,0.21958,179
545,546,5,180,0,3,1,-0.97684,0.20876,180
546,547,5,180,1,3,1,-0.97909,0.19793,180
547,548,5,180,2,3,1,-0.98122,0.18707,180
548,549,5,181,0,3,1,-0.98323,0.17618,181
549,550,5,181,1,3,1,-0.98513,0.16527,181
550,551,5,181,2,3,1,-0.98690,0.15435,181
551,552,5,182,0,3,1,-0.98855,0.14340,182
552,553,5,182,1,3,1,-0.99008,0.13244,182
553,554,5,182,2,3,1,-0.99148,0.12146,182
554,555,5,183,0,3,1,-0.99277,0.11047,183
555,556,5,183,1,3,1,-0.99393,0.09946,183
556,557,5,183,2,3,1,-0.99497,0.08844,183
557,558,5,184,0,3,1,-0.99589,0.07741,184
558,559,5,184,1,3,1,-0.99669,0.06637,184
559,560,5,184,2,3,1,-0.99736,0.05532,184
560,561,5,185,0,3,1,-0.99791,0.04426,185
561,562,5,185,1,3,1,-0.99834,0.03320,185
562,563,5,185,2,3,1,-0.99865,0.02214,185
563,564,5,186,0,3,1,-0.99883,0.01107,186
564,565,5,186,1,3,1,-0.99889,0.00000,186
565,566,5,186,2,3,1,-0.99883,-0.01107,186
566,567,5,187,0,3,1,-0.99865,-0.02214,187
567,568,5,187,1,3,1,-0.99834,-0.03320,187
568,569,5,187,2,3,1,-0.99791,-0.04426,187
569,570,5,188,0,3,1,-0.99736,-0.05532,188
570,571,5,188,1,3,1,-0.99669,-0.06637,188
571,572,5,188,2,3,1,-0.99589,-0.07741,188
572,573,5,189,0,3,1,-0.99497,-0.08844,189
573,574,5,189,1,3,1,-0.99393,-0.09946,189
574,575,5,189,2,3,1,-0.99277,-0.11047,189
575,576,5,190,0,3,1,-0.99148,-0.12146,190
576,577,5,190,1,3,1,-0.99008,-0.13244,190
577,578,5,190,2,3,1,-0.98855,-0.14340,190
578,579,5,191,0,3,1,-0.98690,-0.15435,191
579,580,5,191,1,3,1,-0.98513,-0.16527,191
580,581,5,191,2,3,1,-0.98323,-0.17618,191
581,582,5,192,0,3,1,-0.98122,-0.18707,192
582,583,5,192,1,3,1,-0.97909,-0.19793,192
583,584,5,192,2,3,1,-0.97684,-0.20876,192
584,585,5,193,0,3,1,-0.97446,-0.21958,193
585,586,5,193,1,3,1,-0.97197,-0.23036,193
586,587,5,193,2,3,1,-0.96936,-0.24112,193
587,588,5,194,0,3,1,-0.96663,-0.25184,194
588,589,5,194,1,3,1,-0.96378,-0.26254,194
589,590,5,194,2,3,1,-0.96081,-0.27320,194
590,591,5,195,0,3,1,-0.95772,-0.28383,195
591,592,5,195,1,3,1,-0.95452,-0.29443,195
592,593,5,195,2,3,1,-0.95120,-0.30499,195
593,594,5,196,0,3,1,-0.94776,-0.31551,196
594,595,5,196,1,3,1,-0.94420,-0.32599,196
595,596,5,196,2,3,1,-0.94053,-0.33644,196
596,597,5,197,0,3,1,-0.93675,-0.34684,197
597,598,5,197,1,3,1,-0.93285,-0.35720,197
598,599,5,197,2,3,1,-0.92883,-0.36751,197
599,600,5,198,0,3,1,-0.92470,-0.37778,198
600,601,5,198,1,3,1,-0.92046,-0.38801,198
601,602,5,198,2,3,1,-0.91610,-0.39818,198
602,603,5,199,0,3,1,-0.91163,-0.40831,199
603,604,5,199,1,3,1,-0.90705,-0.41839,199
604,605,5,199,2,3,1,-0.90236,-0.42841,199
605,606,5,200,0,3,1,-0.89756,-0.43838,200
606,607,5,200,1,3,1,-0.89264,-0.44830,200
607,608,5,200,2,3,1,-0.88762,-0.45817,200
608,609,5,201,0,3,1,-0.88249,-0.46797,201
609,610,5,201,1,3,1,-0.87725,-0.47773,201
610,611,5,201,2,3,1,-0.87190,-0.48742,201
611,612,5,202,0,3,1,-0.86645,-0.49705,202
612,613,5,202,1,3,1,-0.86089,-0.50662,202
613,614,5,202,2,3,1,-0.85522,-0.51613,202
614,615,5,203,0,3,1,-0.84945,-0.52557,203
615,616,5,203,1,3,1,-0.84357,-0.53495,203
616,617,5,203,2,3,1,-0.83759,-0.54427,203
617,618,5,204,0,3,1,-0.83151,-0.55352,204
618,619,5,204,1,3,1,-0.82533,-0.56270,204
619,620,5,204,2,3,1,-0.81904,-0.57181,204
620,621,5,205,0,3,1,-0.81265,-0.58085,205
621,622,5,205,1,3,1,-0.80617,-0.58982,205
622,623,5,205,2,3,1,-0.79958,-0.59872,205
623,624,5,206,0,3,1,-0.79290,-0.60754,206
624,625,5,206,1,3,1,-0.78612,-0.61629,206
625,626,5,206,2,3,1,-0.77924,-0.62496,206
626,627,5,207,0,3,1,-0.77227,-0.63356,207
627,628,5,207,1,3,1,-0.76520,-0.64208,207
628,629,5,207,2,3,1,-0.75804,-0.65052,207
629,630,5,208,0,3,1,-0.75078,-0.65888,208
630,631,5,208,1,3,1,-0.74343,-0.66716,208
631,632,5,208,2,3,1,-0.73599,-0.67535,208
632,633,5,209,0,3,1,-0.72847,-0.68347,209
633,634,5,209,1,3,1,-0.72085,-0.69150,209
634,635,5,209,2,3,1,-0.71314,-0.69944,209
635,636,5,210,0,3,1,-0.70535,-0.70730,210
636,637,5,210,1,3,1,-0.69746,-0.71508,210
637,638,5,210,2,3,1,-0.68950,-0.72276,210
638,639,5,211,0,3,1,-0.68145,-0.73036,211
639,640,5,211,1,3,1,-0.67331,-0.73786,211
640,641,5,211,2,3,1,-0.66509,-0.74528,211
641,642,5,212,0,3,1,-0.65679,-0.75260,212
642,643,5,212,1,3,1,-0.64841,-0.75983,212
643,644,5,212,2,3,1,-0.63995,-0.76697,212
644,645,5,213,0,3,1,-0.63142,-0.77402,213
645,646,5,213,1,3,1,-0.62280,-0.78097,213
646,647,5,213,2,3,1,-0.61411,-0.78782,213
647,648,5,214,0,3,1,-0.60534,-0.79458,214
648,649,5,214,1,3,1,-0.59650,-0.80124,214
649,650,5,214,2,3,1,-0.58758,-0.80780,214
650,651,5,215,0,3,1,-0.57860,-0.81426,215
651,652,5,215,1,3,1,-0.56954,-0.82062,215
652,653,5,215,2,3,1,-0.56041,-0.82688,215
653,654,5,216,0,3,1,-0.55121,-0.83304,216
654,655,5,216,1,3,1,-0.54195,-0.83910,216
655,656,5,216,2,3,1,-0.53261,-0.84505,216
656,657,5,217,0,3,1,-0.52322,-0.85090,217
657,658,5,217,1,3,1,-0.51376,-0.85665,217
658,659,5,217,2,3,1,-0.50423,-0.86229,217
659,660,5,218,0,3,1,-0.49465,-0.86782,218
660,661,5,218,1,3,1,-0.48500,-0.87325,218
661,662,5,218,2,3,1,-0.47529,-0.87857,218
662,663,5,219,0,3,1,-0.46553,-0.88378,219
663,664,5,219,1,3,1,-0.45571,-0.88889,219
664,665,5,219,2,3,1,-0.44583,-0.89388,219
665,666,5,220,0,3,1,-0.43590,-0.89877,220
666,667,5,220,1,3,1,-0.42591,-0.90354,220
667,668,5,220,2,3,1,-0.41587,-0.90821,220
668,669,5,221,0,3,1,-0.40578,-0.91276,221
669,670,5,221,1,3,1,-0.39564,-0.91720,221
670,671,5,221,2,3,1,-0.38545,-0.92153,221
671,672,5,222,0,3,1,-0.37522,-0.92574,222
672,673,5,222,1,3,1,-0.36494,-0.92984,222
673,674,5,222,2,3,1,-0.35461,-0.93383,222
674,675,5,223,0,3,1,-0.34424,-0.93770,223
675,676,5,223,1,3,1,-0.33383,-0.94146,223
676,677,5,223,2,3,1,-0.32338,-0.94510,223
677,678,5,224,0,3,1,-0.31288,-0.94863,224
678,679,5,224,1,3,1,-0.30235,-0.95204,224
679,680,5,224,2,3,1,-0.29178,-0.95533,224
680,681,5,225,0,3,1,-0.28118,-0.95850,225
681,682,5,225,1,3,1,-0.27054,-0.96156,225
682,683,5,225,2,3,1,-0.25987,-0.96450,225
683,684,5,226,0,3,1,-0.24917,-0.96732,226
684,685,5,226,1,3,1,-0.23843,-0.97002,226
685,686,5,226,2,3,1,-0.22767,-0.97260,226
686,687,5,227,0,3,1,-0.21688,-0.97507,227
687,688,5,227,1,3,1,-0.20606,-0.97741,227
688,689,5,227,2,3,1,-0.19521,-0.97963,227
689,690,5,228,0,3,1,-0.18435,-0.98174,228
690,691,5,228,1,3,1,-0.17346,-0.98372,228
691,692,5,228,2,3,1,-0.16254,-0.98558,228
692,693,5,229,0,3,1,-0.15161,-0.98732,229
693,694,5,229,1,3,1,-0.14066,-0.98894,229
694,695,5,229,2,3,1,-0.12970,-0.99044,229
695,696,5,230,0,3,1,-0.11871,-0.99182,230
696,697,5,230,1,3,1,-0.10771,-0.99307,230
697,698,5,230,2,3,1,-0.09670,-0.99420,230
698,699,5,231,0,3,1,-0.08568,-0.99521,231
699,700,5,231,1,3,1,-0.07465,-0.99610,231
700,701,5,231,2,3,1,-0.06360,-0.99687,231
701,702,5,232,0,3,1,-0.05255,-0.99751,232
702,703,5,232,1,3,1,-0.04150,-0.99803,232
703,704,5,232,2,3,1,-0.03044,-0.99843,232
704,705,5,233,0,3,1,-0.01937,-0.99871,233
705,706,5,233,1,3,1,-0.00830,-0.99886,233
706,707,5,233,2,3,1,0.00277,-0.99889,233
707,708,5,234,0,3,1,0.01384,-0.99880,234
708,709,5,234,1,3,1,0.02490,-0.99858,234
709,710,5,234,2,3,1,0.03597,-0.99825,234
710,711,5,235,0,3,1,0.04703,-0.99779,235
711,712,5,235,1,3,1,0.05808,-0.99720,235
712,713,5,235,2,3,1,0.06913,-0.99650,235
713,714,5,236,0,3,1,0.08017,-0.99567,236
714,715,5,236,1,3,1,0.09119,-0.99472,236
715,716,5,236,2,3,1,0.10221,-0.99365,236
716,717,5,237,0,3,1,0.11322,-0.99246,237
717,718,5,237,1,3,1,0.12421,-0.99114,237
718,719,5,237,2,3,1,0.13518,-0.98971,237
719,720,5,238,0,3,1,0.14614,-0.98815,238
720,721,5,238,1,3,1,0.15708,-0.98647,238
721,722,5,238,2,3,1,0.16800,-0.98466,238
722,723,5,239,0,3,1,0.17890,-0.98274,239
723,724,5,239,1,3,1,0.18978,-0.98070,239
724,725,5,239,2,3,1,0.20064,-0.97854,239
725,726,5,240,0,3,1,0.21147,-0.97625,240
726,727,5,240,1,3,1,0.22227,-0.97385,240
727,728,5,240,2,3,1,0.23305,-0.97133,240
728,729,5,241,0,3,1,0.24380,-0.96869,241
729,730,5,241,1,3,1,0.25452,-0.96592,241
730,731,5,241,2,3,1,0.26521,-0.96304,241
731,732,5,242,0,3,1,0.27586,-0.96005,242
732,733,5,242,1,3,1,0.28649,-0.95693,242
733,734,5,242,2,3,1,0.29707,-0.95370,242
734,735,5,243,0,3,1,0.30762,-0.95035,243
735,736,5,243,1,3,1,0.31813,-0.94688,243
736,737,5,243,2,3,1,0.32861,-0.94330,243
737,738,5,244,0,3,1,0.33904,-0.93960,244
738,739,5,244,1,3,1,0.34943,-0.93578,244
739,740,5,244,2,3,1,0.35978,-0.93185,244
740,741,5,245,0,3,1,0.37008,-0.92781,245
741,742,5,245,1,3,1,0.38034,-0.92365,245
742,743,5,245,2,3,1,0.39055,-0.91938,245
743,744,5,246,0,3,1,0.40072,-0.91499,246
744,745,5,246,1,3,1,0.41083,-0.91050,246
745,746,5,246,2,3,1,0.42090,-0.90589,246
746,747,5,247,0,3,1,0.43091,-0.90117,247
747,748,5,247,1,3,1,0.44087,-0.89634,247
748,749,5,247,2,3,1,0.45077,-0.89140,247
749,750,5,248,0,3,1,0.46062,-0.88635,248
750,751,5,248,1,3,1,0.47042,-0.88119,248
751,752,5,248,2,3,1,0.48015,-0.87592,248
752,753,5,249,0,3,1,0.48983,-0.87055,249
753,754,5,249,1,3,1,0.49945,-0.86507,249
754,755,5,249,2,3,1,0.50900,-0.85948,249
755,756,5,250,0,3,1,0.51850,-0.85379,250
756,757,5,250,1,3,1,0.52792,-0.84799,250
757,758,5,250,2,3,1,0.53729,-0.84209,250
758,759,5,251,0,3,1,0.54659,-0.83608,251
759,760,5,251,1,3,1,0.55582,-0.82997,251
760,761,5,251,2,3,1,0.56498,-0.82376,251
761,762,5,252,0,3,1,0.57408,-0.81745,252
762,763,5,252,1,3,1,0.58310,-0.81104,252
763,764,5,252,2,3,1,0.59205,-0.80453,252
764,765,5,253,0,3,1,0.60093,-0.79792,253
765,766,5,253,1,3,1,0.60973,-0.79121,253
766,767,5,253,2,3,1,0.61846,-0.78441,253
767,768,5,254,0,3,1,0.62712,-0.77750,254
768,769,5,254,1,3,1,0.63570,-0.77051,254
769,770,5,254,2,3,1,0.64419,-0.76342,254
770,771,5,255,0,3,1,0.65261,-0.75623,255
771,772,5,255,1,3,1,0.66095,-0.74895,255
772,773,5,255,2,3,1,0.66921,-0.74158,255
773,774,5,256,0,3,1,0.67739,-0.73412,256
774,775,5,256,1,3,1,0.68548,-0.72657,256
775,776,5,256,2,3,1,0.69349,-0.71893,256
776,777,5,257,0,3,1,0.70142,-0.71120,257
777,778,5,257,1,3,1,0.70925,-0.70338,257
778,779,5,257,2,3,1,0.71700,-0.69548,257
779,780,5,258,0,3,1,0.72467,-0.68749,258
780,781,5,258,1,3,1,0.73224,-0.67942,258
781,782,5,258,2,3,1,0.73973,-0.67126,258
782,783,5,259,0,3,1,0.74712,-0.66303,259
783,784,5,259,1,3,1,0.75442,-0.65471,259
784,785,5,259,2,3,1,0.76163,-0.64631,259
785,786,5,260,0,3,1,0.76874,-0.63783,260
786,787,5,260,1,3,1,0.77576,-0.62927,260
787,788,5,260,2,3,1,0.78269,-0.62063,260
788,789,5,261,0,3,1,0.78952,-0.61192,261
789,790,5,261,1,3,1,0.79625,-0.60314,261
790,791,5,261,2,3,1,0.80289,-0.59428,261
791,792,5,262,0,3,1,0.80942,-0.58534,262
792,793,5,262,1,3,1,0.81586,-0.57634,262
793,794,5,262,2,3,1,0.82219,-0.56726,262
794,795,5,263,0,3,1,0.82843,-0.55812,263
795,796,5,263,1,3,1,0.83456,-0.54890,263
796,797,5,263,2,3,1,0.84060,-0.53962,263
797,798,5,264,0,3,1,0.84652,-0.53027,264
798,799,5,264,1,3,1,0.85235,-0.52086,264
799,800,5,264,2,3,1,0.85807,-0.51138,264
800,801,5,265,0,3,1,0.86368,-0.50184,265
801,802,5,265,1,3,1,0.86919,-0.49224,265
802,803,5,265,2,3,1,0.87459,-0.48258,265
803,804,5,266,0,3,1,0.87988,-0.47286,266
804,805,5,266,1,3,1,0.88507,-0.46308,266
805,806,5,266,2,3,1,0.89015,-0.45324,266
806,807,5,267,0,3,1,0.89511,-0.44335,267
807,808,5,267,1,3,1,0.89997,-0.43340,267
808,809,5,267,2,3,1,0.90472,-0.42340,267
809,810,5,268,0,3,1,0.90936,-0.41335,268
810,811,5,268,1,3,1,0.91388,-0.40325,268
811,812,5,268,2,3,1,0.91829,-0.39310,268
812,813,5,269,0,3,1,0.92259,-0.38290,269
813,814,5,269,1,3,1,0.92678,-0.37265,269
814,815,5,269,2,3,1,0.93085,-0.36236,269
815,816,5,270,0,3,1,0.93481,-0.35202,270
816,817,5,270,1,3,1,0.93865,-0.34164,270
817,818,5,270,2,3,1,0.94238,-0.33122,270
818,819,5,271,0,3,1,0.94599,-0.32076,271
819,820,5,271,1,3,1,0.94949,-0.31025,271
820,821,5,271,2,3,1,0.95287,-0.29971,271
821,822,5,272,0,3,1,0.95613,-0.28914,272
822,823,5,272,1,3,1,0.95928,-0.27852,272
823,824,5,272,2,3,1,0.96231,-0.26788,272
824,825,5,273,0,3,1,0.96522,-0.25720,273
825,826,5,273,1,3,1,0.96801,-0.24648,273
826,827,5,273,2,3,1,0.97068,-0.23574,273
827,828,5,274,0,3,1,0.97323,-0.22497,274
828,829,5,274,1,3,1,0.97566,-0.21417,274
829,830,5,274,2,3,1,0.97798,-0.20335,274
830,831,5,275,0,3,1,0.98017,-0.19250,275
831,832,5,275,1,3,1,0.98224,-0.18163,275
832,833,5,275,2,3,1,0.98420,-0.17073,275
833,834,5,276,0,3,1,0.98603,-0.15981,276
834,835,5,276,1,3,1,0.98774,-0.14888,276
835,836,5,276,2,3,1,0.98933,-0.13792,276
836,837,5,277,0,3,1,0.99079,-0.12695,277
837,838,5,277,1,3,1,0.99214,-0.11596,277
838,839,5,277,2,3,1,0.99336,-0.10496,277
839,840,5,278,0,3,1,0.99447,-0.09395,278
840,841,5,278,1,3,1,0.99545,-0.08292,278
841,842,5,278,2,3,1,0.99630,-0.07189,278
842,843,5,279,0,3,1,0.99704,-0.06084,279
843,844,5,279,1,3,1,0.99765,-0.04979,279
844,845,5,279,2,3,1,0.99814,-0.03873,279
845,846,5,280,0,3,1,0.99851,-0.02767,280
846,847,5,280,1,3,1,0.99876,-0.01660,280
847,848,5,280,2,3,1,0.99888,-0.00553,280
